"album_code";"album_id";"album";"track_id";"main_track_id";"parent_track_id";"work_id";"titre";"version";"type";"composer_actuel";"composer_attendu";"artist_distinct";"ayants_droit_structurés";"anomalies";"statut"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"3a455c4d19c78a98";"ce56b6c5f581058f";"";"ce56b6c5f581058f";"PERPETUAL AWAKENING STEM HORNS HIT";"Alternate";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"de37437f9f18bc58";"ce56b6c5f581058f";"";"ce56b6c5f581058f";"PERPETUAL AWAKENING (30)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"7ac6531572c631f0";"ce56b6c5f581058f";"";"ce56b6c5f581058f";"PERPETUAL AWAKENING (60)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"b3fb955dc26f30ff";"";"";"b3fb955dc26f30ff";"CIRCUS POCUS";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"446e878ec1e7db87";"b3fb955dc26f30ff";"";"b3fb955dc26f30ff";"CIRCUS POCUS (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"7fd04104f063cceb";"b3fb955dc26f30ff";"";"b3fb955dc26f30ff";"CIRCUS POCUS (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"c200dce01f3804a0";"";"";"c200dce01f3804a0";"CIRCUS POCUS (UNDERSCORE, NO LEAD SAXOPHONE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"fe89da231658e606";"";"";"fe89da231658e606";"CIRCUS POCUS (UNDERSCORE, NO SAXOPHONE, NO XYLOPHONE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"0874b6226bacf3d8";"";"";"0874b6226bacf3d8";"CIRCUS POCUS (UNDERSCORE, NO XYLOPHONE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"cf9fd4ee20ad827d";"";"";"cf9fd4ee20ad827d";"CIRCUS POCUS (SOLO FLUTE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"68dc7ae2a318717d";"";"";"68dc7ae2a318717d";"LANKY";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"58a34618a01e1b50";"68dc7ae2a318717d";"";"68dc7ae2a318717d";"LANKY (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"d64b708a8e0bb501";"68dc7ae2a318717d";"";"68dc7ae2a318717d";"LANKY (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"54ac5da2a4999d35";"";"";"54ac5da2a4999d35";"LANKY (UNDERSCORE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"c9c809973b75f7b8";"";"";"c9c809973b75f7b8";"LANKY (SOLO HORNS DUB)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"2800bb48ed2775fc";"";"";"2800bb48ed2775fc";"KLEZMER OR BUST";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"7f2411a3527c4f6e";"2800bb48ed2775fc";"";"2800bb48ed2775fc";"KLEZMER OR BUST (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"5d655e7e64c48600";"2800bb48ed2775fc";"";"2800bb48ed2775fc";"KLEZMER OR BUST (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"1bc1a2f3f99b7518";"";"";"1bc1a2f3f99b7518";"KLEZMER OR BUST (UNDERSCORE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"53565a66793e78f2";"";"";"53565a66793e78f2";"KLEZMER OR BUST (DRUMS & SOUSA VERSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"e943d26d260be1c2";"";"";"e943d26d260be1c2";"PALAIS RIVIERA";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"0e66350cac73a80c";"e943d26d260be1c2";"";"e943d26d260be1c2";"PALAIS RIVIERA (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"e0aff93fecb8d8d7";"e943d26d260be1c2";"";"e943d26d260be1c2";"PALAIS RIVIERA (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"6a77f11a44af33fa";"";"";"6a77f11a44af33fa";"PALAIS RIVIERA (UNDERSCORE, NO THEME)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"400c9f42c6af48a0";"";"";"400c9f42c6af48a0";"PALAIS RIVIERA (TRIO SAXOPHONE, FLUTE, VIBRAPHONE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"013fe3b21def2822";"";"";"013fe3b21def2822";"PALAIS RIVIERA (DUO SAXOPHONE, FLUTE VERSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"d47bd30a6b98d719";"";"";"d47bd30a6b98d719";"PALAIS RIVIERA (SOLO VIBRAPHONE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"700cdee62faf45b7";"";"";"700cdee62faf45b7";"MOJITO ROYAL";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"ce425ebdfeb6ab74";"700cdee62faf45b7";"";"700cdee62faf45b7";"MOJITO ROYAL (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"3985c80b3c5cf380";"700cdee62faf45b7";"";"700cdee62faf45b7";"MOJITO ROYAL (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"25edc322ea9be9ea";"";"";"25edc322ea9be9ea";"MOJITO ROYAL (UNDERSORE, NO PERCUSSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"1837976e8ad5b076";"";"";"1837976e8ad5b076";"A SOUVENIR OF AUTUMN";"Main";"main";"Ferdinand Berville (SACEM)";"Ferdinand Berville";"";"Ferdinand Berville";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"6c97968b665a5c89";"1837976e8ad5b076";"";"1837976e8ad5b076";"A SOUVENIR OF AUTUMN (30 SEC)";"Commercial";"alternate";"Ferdinand Berville (SACEM)";"Ferdinand Berville";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"eb7e0bf7c7307214";"1837976e8ad5b076";"";"1837976e8ad5b076";"A SOUVENIR OF AUTUMN (60 SEC)";"Commercial";"alternate";"Ferdinand Berville (SACEM)";"Ferdinand Berville";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"5b7f8830cc06c77f";"";"";"5b7f8830cc06c77f";"QFUNK";"Main";"main";"Simon Andrieux (SACEM)";"Simon Andrieux";"";"Simon Andrieux";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"61c75d53f2fdd8c1";"5b7f8830cc06c77f";"";"5b7f8830cc06c77f";"QFUNK (30 SEC)";"Commercial";"alternate";"Simon Andrieux (SACEM)";"Simon Andrieux";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"f7d863cec71d14a4";"5b7f8830cc06c77f";"";"5b7f8830cc06c77f";"QFUNK (60 SEC)";"Commercial";"alternate";"Simon Andrieux (SACEM)";"Simon Andrieux";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"a51fd6d6a556e05c";"";"";"a51fd6d6a556e05c";"QFUNK (UNDERSCORE)";"Main";"main";"Simon Andrieux (SACEM)";"Simon Andrieux";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"a216382e4809d911";"";"";"a216382e4809d911";"BUCHAREST CARNIVAL";"Main";"main";"Ferdinand Berville (SACEM)";"Ferdinand Berville";"";"Ferdinand Berville";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"472d397b9f146616";"a216382e4809d911";"";"a216382e4809d911";"BUCHAREST CARNIVAL (30 SEC)";"Commercial";"alternate";"Ferdinand Berville (SACEM)";"Ferdinand Berville";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"99438aa21040dc63";"a216382e4809d911";"";"a216382e4809d911";"BUCHAREST CARNIVAL (60 SEC)";"Commercial";"alternate";"Ferdinand Berville (SACEM)";"Ferdinand Berville";"";"";"society-suffix · preferred-name · spelling-candidate";"review-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"69f4d52684006d1f";"";"";"69f4d52684006d1f";"WATERZOI AND WAFFLES";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"e4efcda335e29696";"69f4d52684006d1f";"";"69f4d52684006d1f";"WATERZOI AND WAFFLES (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"3832caaf15c57a08";"69f4d52684006d1f";"";"69f4d52684006d1f";"WATERZOI AND WAFFLES (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"a1c6f151471dfc0e";"";"";"a1c6f151471dfc0e";"WATERZOI AND WAFFLES (QUARTET VERSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"addcc6834da9cf62";"";"";"addcc6834da9cf62";"WATERZOI AND WAFFLES (EUPHONIUM VERSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"083d7564e5b82929";"";"";"083d7564e5b82929";"WATERZOI AND WAFFLES (TRIO VERSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"3d1a8395365d274d";"";"";"3d1a8395365d274d";"WATERZOI AND WAFFLES (DUO VERSION)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"aa33e9f5136da60f";"";"";"aa33e9f5136da60f";"WATERZOI AND WAFFLES (SOLO SAXOPHONE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"549cda43d093ddf5";"";"";"549cda43d093ddf5";"ZIPPY JUMPY";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"Yann Jankielewicz";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"327d3ae3e0cb421e";"549cda43d093ddf5";"";"549cda43d093ddf5";"ZIPPY JUMPY (30 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"9d3b854fb79af366";"549cda43d093ddf5";"";"549cda43d093ddf5";"ZIPPY JUMPY (60 SEC)";"Commercial";"alternate";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0037";"331ea35d56d22bcb";"Quirky Jazz Parade";"0e8457621b6ca3dc";"";"";"0e8457621b6ca3dc";"ZIPPY JUMPY (UNDERSCORE)";"Main";"main";"Yann Jankielewicz (SACEM)";"Yann Jankielewicz";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"bd048c16bc6cdd3a";"";"";"bd048c16bc6cdd3a";"GYAL WHINE FOR ME";"Main";"main";"Franck SINNASSAMY · Rudy Ludon";"Franck Sinnassamy · Rudy Ludon";"";"Rudy Ludon · Franck SINNASSAMY";"preferred-name · spelling-candidate";"review-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"8c4f43b19ca1b5ba";"bd048c16bc6cdd3a";"";"bd048c16bc6cdd3a";"GYAL WHINE FOR ME STEM BASS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"2b6acfed4484fa07";"bd048c16bc6cdd3a";"";"bd048c16bc6cdd3a";"GYAL WHINE FOR ME STEM DRUMS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"3233a460f78a20b8";"bd048c16bc6cdd3a";"";"bd048c16bc6cdd3a";"GYAL WHINE FOR ME STEM MELODY";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"6a0cce1ba49c0172";"bd048c16bc6cdd3a";"";"bd048c16bc6cdd3a";"GYAL WHINE FOR ME STEM PADS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"d966a2aa718a2bae";"bd048c16bc6cdd3a";"";"bd048c16bc6cdd3a";"GYAL WHINE FOR ME STEM VOCALS";"Stem";"alternate";"Franck SINNASSAMY · Rudy Ludon";"Franck Sinnassamy · Rudy Ludon";"";"";"preferred-name · spelling-candidate";"review-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"6014285bafac7a9e";"";"";"6014285bafac7a9e";"GYAL WHINE FOR ME (INSTRUMENTAL)";"Main";"main";"Franck SINNASSAMY";"Franck Sinnassamy";"";"Franck SINNASSAMY";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"62f46896a91f6e9f";"6014285bafac7a9e";"";"6014285bafac7a9e";"GYAL WHINE FOR ME (INSTRUMENTAL) (30 SEC)";"Commercial";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"d7b2e73d58b77999";"6014285bafac7a9e";"";"6014285bafac7a9e";"GYAL WHINE FOR ME (INSTRUMENTAL) (60 SEC)";"Commercial";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"4992367d9780ee2d";"";"";"4992367d9780ee2d";"YANA DIARY";"Main";"main";"Franck SINNASSAMY";"Franck Sinnassamy";"";"Franck SINNASSAMY";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"9622728a23e1365c";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY (30 SEC)";"Commercial";"alternate";"Franck Sinnassamy (SACEM)";"Franck Sinnassamy";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"89d3e2cb0b54d053";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY (60 SEC)";"Commercial";"alternate";"Franck Sinnassamy (SACEM)";"Franck Sinnassamy";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"98401aa7030e5d17";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY STEM BASS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"4a31f49c79f2b2a4";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY STEM DRUMS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"4d029a8499f5bb2b";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY STEM FX";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"a609c353746f2cbb";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY STEM INSTRUMENTS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"b34ce9356d9edc0f";"4992367d9780ee2d";"";"4992367d9780ee2d";"YANA DIARY STEM SYNTHS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"cb126cd2d9eba8fc";"";"";"cb126cd2d9eba8fc";"GETTING WILD";"Main";"main";"Franck Sinnassamy (SACEM) · Scherazade Aissahine (NS)";"Franck Sinnassamy · Scherazade Aissahine";"";"Scherazade Aissahine · Franck SINNASSAMY";"society-suffix · preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"e0e925d16eae681b";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM BASS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"a1082c63b8162872";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM CHORDS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"71e2fdcb3b7c7b9a";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM DRUMS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"1af22770728a8ed5";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM FX";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"0f758fbbe6fe3cfd";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM FX 1";"Stem";"alternate";"Franck Sinnassamy (SACEM)";"Franck Sinnassamy";"";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"3153561c2061283b";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM MELODY";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"da27bf176963f38d";"cb126cd2d9eba8fc";"";"cb126cd2d9eba8fc";"GETTING WILD STEM VOCALS";"Stem";"alternate";"Franck SINNASSAMY · Scherazade Aissahine";"Franck Sinnassamy · Scherazade Aissahine";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"93433b0679734dba";"";"";"93433b0679734dba";"GETTING WILD (INSTRUMENTAL)";"Main";"main";"Franck SINNASSAMY";"Franck Sinnassamy";"";"Franck SINNASSAMY";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"681e77edb0eb95ee";"93433b0679734dba";"";"93433b0679734dba";"GETTING WILD (INSTRUMENTAL) (30 SEC)";"Commercial";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"a6deae98ba2abdc2";"93433b0679734dba";"";"93433b0679734dba";"GETTING WILD (INSTRUMENTAL) (60 SEC)";"Commercial";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"7e6774c550cde6c0";"";"";"7e6774c550cde6c0";"DARKAF";"Main";"main";"Franck SINNASSAMY";"Franck Sinnassamy";"";"Franck SINNASSAMY";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"404074e1f3e1c770";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF (30 SEC)";"Commercial";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"920688cd74eea8e7";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF (60 SEC)";"Commercial";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"cbd5394703bf6407";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF STEM BASS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"e7f22beed3fcc992";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF STEM BRASS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"a53cf543ea0a13b2";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF STEM DRUMS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"614b00e552df8fbb";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF STEM FX";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"d461d2d8e7165d1b";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF STEM SYNTHS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"254899fe20506d30";"7e6774c550cde6c0";"";"7e6774c550cde6c0";"DARKAF STEM VOCALS SYNTHS";"Stem";"alternate";"Franck SINNASSAMY";"Franck Sinnassamy";"";"";"preferred-name";"cleanup-required"
"PGO0036";"a22bd8e11bbd82a2";"Afro Pop";"f4d46ce6b10c55c1";"";"";"f4d46ce6b10c55c1";"C'EST TOI ET TOI";"Main";"main";"Franck SINNASSAMY · Syra";"Franck Sinnassamy · Syra";"";"Syra · Franck SINNASSAMY";"preferred-name · spelling-candidate";"review-required"
